m	28	Glc	144,374	144,380	139,385	133,385	126,385	122,380	122,374	122,367	126,363	133,363	139,363	144,367	144,374	133,374	22
m	29	Glc	144,337	144,343	139,348	133,348	126,348	122,343	122,337	122,330	126,326	133,326	139,326	144,330	144,337	133,337	22
m	3	Glc	148,707	148,713	143,718	137,718	130,718	126,713	126,707	126,700	130,696	137,696	143,696	148,700	148,707	137,707	22
m	30	Glc	144,300	144,306	139,311	133,311	126,311	122,306	122,300	122,293	126,289	133,289	139,289	144,293	144,300	133,300	22
m	31	Glc	144,263	144,269	139,274	133,274	126,274	122,269	122,263	122,256	126,252	133,252	139,252	144,256	144,263	133,263	22
m	32	Glc	144,226	144,232	139,237	133,237	126,237	122,232	122,226	122,219	126,215	133,215	139,215	144,219	144,226	133,226	22
m	33	Glc	144,189	144,195	139,200	133,200	126,200	122,195	122,189	122,182	126,178	133,178	139,178	144,182	144,189	133,189	22
m	34	Glc	181,522	181,528	176,533	170,533	163,533	159,528	159,522	159,515	163,511	170,511	176,511	181,515	181,522	170,522	22
m	35	Glc	181,485	181,491	176,496	170,496	163,496	159,491	159,485	159,478	163,474	170,474	176,474	181,478	181,485	170,485	22
m	36	Glc	181,448	181,454	176,459	170,459	163,459	159,454	159,448	159,441	163,437	170,437	176,437	181,441	181,448	170,448	22
m	37	Glc	181,411	181,417	176,422	170,422	163,422	159,417	159,411	159,404	163,400	170,400	176,400	181,404	181,411	170,411	22
m	38	Glc	181,374	181,380	176,385	170,385	163,385	159,380	159,374	159,367	163,363	170,363	176,363	181,367	181,374	170,374	22
m	39	Glc	181,337	181,343	176,348	170,348	163,348	159,343	159,337	159,330	163,326	170,326	176,326	181,330	181,337	170,337	22
m	4	Glc	148,670	148,676	143,681	137,681	130,681	126,676	126,670	126,663	130,659	137,659	143,659	148,663	148,670	137,670	22
m	40	Glc	181,300	181,306	176,311	170,311	163,311	159,306	159,300	159,293	163,289	170,289	176,289	181,293	181,300	170,300	22
m	41	Glc	181,263	181,269	176,274	170,274	163,274	159,269	159,263	159,256	163,252	170,252	176,252	181,256	181,263	170,263	22
m	5	Glc	148,633	148,639	143,644	137,644	130,644	126,639	126,633	126,626	130,622	137,622	143,622	148,626	148,633	137,633	22
m	6	Glc	148,596	148,602	143,607	137,607	130,607	126,602	126,596	126,589	130,585	137,585	143,585	148,589	148,596	137,596	22
m	7	Glc	116,559	116,565	111,570	105,570	98,570	94,565	94,559	94,552	98,548	105,548	111,548	116,552	116,559	105,559	22
m	8	Glc	181,559	181,565	176,570	170,570	163,570	159,565	159,559	159,552	163,548	170,548	176,548	181,552	181,559	170,559	22
m	9	Glc	116,522	116,528	111,533	105,533	98,533	94,528	94,522	94,515	98,511	105,511	111,511	116,515	116,522	105,522	22
